location,date,people_vaccinated_per_hundred
Barbados,1/4/22,55.41
Curacao,1/4/22,54.71
Poland,1/4/22,54.55
Kiribati,1/4/22,50.65
Azerbaijan,1/4/22,49.91
Timor,1/4/22,49.62
Bolivia,1/4/22,47.85
Lower middle income,1/4/22,47.85
Nepal,1/4/22,47.68
Trinidad and Tobago,1/4/22,46.67
Kazakhstan,1/4/22,46.4
Montenegro,1/4/22,45.3
Pakistan,1/4/22,41.79
Lebanon,1/4/22,41.55
Albania,1/4/22,40.66
Ukraine,1/4/22,37.15
Guatemala,1/4/22,36.79
Georgia,1/4/22,36.63
Egypt,1/4/22,31.85
South Africa,1/4/22,31.83
Solomon Islands,1/4/22,25.61
Zimbabwe,1/4/22,25.38
Jamaica,1/4/22,25.27
Iraq,1/4/22,19.33
Kyrgyzstan,1/4/22,18.67
Guinea,1/4/22,17.51
Africa,1/4/22,13.82
Low income,1/4/22,7.6
Ethiopia,1/4/22,7.59
Malawi,1/4/22,7.32
Burkina Faso,1/4/22,4.89
Papua New Guinea,1/4/22,2.83
Cuba,1/3/22,93.2
Chile,1/3/22,88.39
Singapore,1/3/22,86.96
South Korea,1/3/22,85.62
Argentina,1/3/22,85.48
Cambodia,1/3/22,85.09
Spain,1/3/22,83.81
Malta,1/3/22,83.57
Canada,1/3/22,82.6
Italy,1/3/22,82.21
Bahrain,1/3/22,81.81
Japan,1/3/22,81.65
Denmark,1/3/22,80.93
Uruguay,1/3/22,80.62
Scotland,1/3/22,80.21
Vietnam,1/3/22,79.29
Ecuador,1/3/22,79.12
Norway,1/3/22,79
Wales,1/3/22,78.59
France,1/3/22,78.55
Taiwan,1/3/22,78.36
Ireland,1/3/22,78.29
Australia,1/3/22,78.17
Faeroe Islands,1/3/22,78.04
Upper middle income,1/3/22,77.35
Brazil,1/3/22,77.25
England,1/3/22,77
United Kingdom,1/3/22,76.76
Belgium,1/3/22,76.72
Malaysia,1/3/22,76.72
New Zealand,1/3/22,76.61
Costa Rica,1/3/22,76.31
South America,1/3/22,75.81
Germany,1/3/22,75.31
Austria,1/3/22,75.06
High income,1/3/22,75.01
Colombia,1/3/22,74.06
Northern Ireland,1/3/22,73.83
United States,1/3/22,73.76
Sri Lanka,1/3/22,73.26
Peru,1/3/22,73.12
Greece,1/3/22,72.14
European Union,1/3/22,71.99
Luxembourg,1/3/22,71.79
Thailand,1/3/22,71.71
Latvia,1/3/22,71.06
Macao,1/3/22,71.04
Israel,1/3/22,69.85
Lithuania,1/3/22,69.8
Saudi Arabia,1/3/22,68.81
Switzerland,1/3/22,68.3
North America,1/3/22,67.74
Iran,1/3/22,67.56
Turkey,1/3/22,66.74
Liechtenstein,1/3/22,66.58
Asia,1/3/22,66.33
Europe,1/3/22,65.6
Hong Kong,1/3/22,65.55
Czechia,1/3/22,65.14
Mexico,1/3/22,64.25
Estonia,1/3/22,63.56
Hungary,1/3/22,62.89
Dominican Republic,1/3/22,61.82
Laos,1/3/22,60.97
Indonesia,1/3/22,60.29
India,1/3/22,60.16
Slovenia,1/3/22,59.01
Oceania,1/3/22,58.45
World,1/3/22,57.42
Croatia,1/3/22,56.1
Barbados,1/3/22,55.4
Curacao,1/3/22,54.67
Poland,1/3/22,54.44
Azerbaijan,1/3/22,49.91
Lower middle income,1/3/22,47.53
Bolivia,1/3/22,47.06
Kazakhstan,1/3/22,46.39
Montenegro,1/3/22,45.3
Suriname,1/3/22,42.35
Pakistan,1/3/22,41.64
Lebanon,1/3/22,41.32
Ukraine,1/3/22,37.08
Guatemala,1/3/22,36.7
Georgia,1/3/22,36.52
South Africa,1/3/22,31.69
Eswatini,1/3/22,27.85
Zimbabwe,1/3/22,25.35
Kyrgyzstan,1/3/22,18.63
Guinea,1/3/22,17.27
Africa,1/3/22,13.64
Benin,1/3/22,13.6
Ethiopia,1/3/22,7.58
Low income,1/3/22,7.58
Malawi,1/3/22,7.32
Cuba,1/2/22,93.2
Chile,1/2/22,88.29
Singapore,1/2/22,86.78
South Korea,1/2/22,85.54
Argentina,1/2/22,85.32
Cambodia,1/2/22,85.06
Spain,1/2/22,83.7
Malta,1/2/22,83.4
Canada,1/2/22,82.58
Italy,1/2/22,82.09
Bahrain,1/2/22,81.77
Japan,1/2/22,81.65
Denmark,1/2/22,80.86
Uruguay,1/2/22,80.59
Scotland,1/2/22,80.19
Vietnam,1/2/22,79.23
Ecuador,1/2/22,79.03
Norway,1/2/22,78.99
Wales,1/2/22,78.58
France,1/2/22,78.49
Taiwan,1/2/22,78.33
Ireland,1/2/22,78.22
Australia,1/2/22,78.16
Upper middle income,1/2/22,77.34
Brazil,1/2/22,77.19
England,1/2/22,76.97
United Kingdom,1/2/22,76.73
Malaysia,1/2/22,76.71
Belgium,1/2/22,76.7
New Zealand,1/2/22,76.6
Maldives,1/2/22,75.76
Bhutan,1/2/22,75.73
South America,1/2/22,75.72
Germany,1/2/22,75.26
Austria,1/2/22,75.01
High income,1/2/22,74.95
Colombia,1/2/22,73.95
Northern Ireland,1/2/22,73.81
United States,1/2/22,73.66
Jersey,1/2/22,73.6
Sri Lanka,1/2/22,73.26
Peru,1/2/22,73.03
Sweden,1/2/22,72.5
San Marino,1/2/22,72.33
Greece,1/2/22,72.04
European Union,1/2/22,71.93
Luxembourg,1/2/22,71.71
Thailand,1/2/22,71.71
Latvia,1/2/22,71.01
Macao,1/2/22,71.01
Panama,1/2/22,70.85
Israel,1/2/22,69.75
Lithuania,1/2/22,69.74
Saudi Arabia,1/2/22,68.77
Switzerland,1/2/22,68.27
North America,1/2/22,67.68
Turkey,1/2/22,66.72
Mongolia,1/2/22,66.68
Asia,1/2/22,66.17
Morocco,1/2/22,65.83
Europe,1/2/22,65.57
Hong Kong,1/2/22,65.31
Czechia,1/2/22,65.1
Mexico,1/2/22,64.25
Estonia,1/2/22,63.53
Hungary,1/2/22,62.87
Dominican Republic,1/2/22,61.79
Indonesia,1/2/22,60.22
India,1/2/22,59.81
Slovenia,1/2/22,58.99
Oceania,1/2/22,58.44
World,1/2/22,57.31
Croatia,1/2/22,56.06
Tunisia,1/2/22,55.93
Barbados,1/2/22,55.39
Curacao,1/2/22,54.63
Poland,1/2/22,54.39
Belarus,1/2/22,51.45
Azerbaijan,1/2/22,49.91
Lower middle income,1/2/22,47.31
Kazakhstan,1/2/22,46.38
Bolivia,1/2/22,46.32
Slovakia,1/2/22,45.04
Lebanon,1/2/22,41.1
Tajikistan,1/2/22,38.63
Guatemala,1/2/22,36.63
Armenia,1/2/22,33.98
South Africa,1/2/22,31.63
Saint Lucia,1/2/22,31
Mauritania,1/2/22,29.24
Zimbabwe,1/2/22,25.32
Kyrgyzstan,1/2/22,18.6
Guinea,1/2/22,16.84
Namibia,1/2/22,15.79
Africa,1/2/22,13.62
Ethiopia,1/2/22,7.58
Low income,1/2/22,7.57
Malawi,1/2/22,7.32
Mali,1/2/22,3.96
Cuba,1/1/22,93.2
Chile,1/1/22,88.29
Singapore,1/1/22,86.66
South Korea,1/1/22,85.53
Argentina,1/1/22,85.28
Cambodia,1/1/22,85.06
Malta,1/1/22,83.38
Canada,1/1/22,82.58
Italy,1/1/22,82.02
Bahrain,1/1/22,81.74
Japan,1/1/22,81.65
Denmark,1/1/22,80.83
Uruguay,1/1/22,80.59
Scotland,1/1/22,80.19
Ecuador,1/1/22,79.02
Norway,1/1/22,78.99
Wales,1/1/22,78.57
France,1/1/22,78.48
Ireland,1/1/22,78.21
Upper middle income,1/1/22,77.31
Brazil,1/1/22,77.19
England,1/1/22,76.95
United Kingdom,1/1/22,76.71
Belgium,1/1/22,76.7
Malaysia,1/1/22,76.7
New Zealand,1/1/22,76.6
South America,1/1/22,75.71
Germany,1/1/22,75.24
Austria,1/1/22,74.99
High income,1/1/22,74.92
Northern Ireland,1/1/22,73.79
United States,1/1/22,73.62
Sri Lanka,1/1/22,73.25
Peru,1/1/22,72.99
Greece,1/1/22,71.93
European Union,1/1/22,71.88
Thailand,1/1/22,71.71
Latvia,1/1/22,71.01
Macao,1/1/22,70.99
Israel,1/1/22,69.65
Saudi Arabia,1/1/22,68.73
Switzerland,1/1/22,68.27
North America,1/1/22,67.65
Turkey,1/1/22,66.7
Mongolia,1/1/22,66.68
Asia,1/1/22,66.06
Europe,1/1/22,65.46
Hong Kong,1/1/22,65.21
Czechia,1/1/22,65.09
Mexico,1/1/22,64.25
Estonia,1/1/22,63.51
Dominican Republic,1/1/22,61.79
India,1/1/22,59.77
Slovenia,1/1/22,58.99
Indonesia,1/1/22,58.75
Oceania,1/1/22,58.41
World,1/1/22,57.22
Croatia,1/1/22,56.06
Tunisia,1/1/22,55.84
Poland,1/1/22,54.38
Guyana,1/1/22,50.83
Azerbaijan,1/1/22,49.91
Serbia,1/1/22,48.26
Lower middle income,1/1/22,47.15
Trinidad and Tobago,1/1/22,46.55
Kazakhstan,1/1/22,46.35
Bolivia,1/1/22,46.28
Montenegro,1/1/22,45.29
Lebanon,1/1/22,41.04
Myanmar,1/1/22,38.42
Guatemala,1/1/22,36.63
South Africa,1/1/22,31.63
Zimbabwe,1/1/22,25.31
Jamaica,1/1/22,25.2
Guinea-Bissau,1/1/22,18.57
Kyrgyzstan,1/1/22,18.57
Guinea,1/1/22,16.75
Africa,1/1/22,13.6
Ethiopia,1/1/22,7.57
Low income,1/1/22,7.56
Malawi,1/1/22,7.32
Haiti,1/1/22,1.08
Cuba,12/31/21,93.19
Portugal,12/31/21,91.31
Brunei,12/31/21,90.4
Chile,12/31/21,88.29
Singapore,12/31/21,86.66
South Korea,12/31/21,85.53
Argentina,12/31/21,85.28
Cambodia,12/31/21,85.06
Malta,12/31/21,83.37
Canada,12/31/21,82.56
Italy,12/31/21,82.01
Bahrain,12/31/21,81.72
Japan,12/31/21,81.65
Isle of Man,12/31/21,81.38
Denmark,12/31/21,80.82
Uruguay,12/31/21,80.59
Scotland,12/31/21,80.19
Ecuador,12/31/21,79.02
Norway,12/31/21,78.99
Wales,12/31/21,78.57
France,12/31/21,78.48
Taiwan,12/31/21,78.32
Ireland,12/31/21,78.21
Upper middle income,12/31/21,77.31
Brazil,12/31/21,77.19
England,12/31/21,76.95
United Kingdom,12/31/21,76.71
Belgium,12/31/21,76.7
Malaysia,12/31/21,76.7
New Zealand,12/31/21,76.6
South America,12/31/21,75.7
Germany,12/31/21,75.24
Austria,12/31/21,74.99
High income,12/31/21,74.91
Colombia,12/31/21,73.94
Northern Ireland,12/31/21,73.79
United States,12/31/21,73.61
Sri Lanka,12/31/21,73.25
Peru,12/31/21,72.96
Greece,12/31/21,71.92
European Union,12/31/21,71.87
Netherlands,12/31/21,71.83
Luxembourg,12/31/21,71.71
Thailand,12/31/21,71.71
Latvia,12/31/21,71.01
Lithuania,12/31/21,69.74
Israel,12/31/21,69.63
Saudi Arabia,12/31/21,68.71
Switzerland,12/31/21,68.27
North America,12/31/21,67.65
Turkey,12/31/21,66.69
Mongolia,12/31/21,66.68
Asia,12/31/21,65.97
Europe,12/31/21,65.45
Hong Kong,12/31/21,65.11
Czechia,12/31/21,65.09
Estonia,12/31/21,63.51
Dominican Republic,12/31/21,61.79
India,12/31/21,59.67
Slovenia,12/31/21,58.99
Indonesia,12/31/21,58.47
Oceania,12/31/21,58.41
World,12/31/21,57.17
Croatia,12/31/21,56.06
Tunisia,12/31/21,55.76
Barbados,12/31/21,55.37
Curacao,12/31/21,54.6
Poland,12/31/21,54.38
Russia,12/31/21,51.01
Azerbaijan,12/31/21,49.91
Lower middle income,12/31/21,47.03
Trinidad and Tobago,12/31/21,46.52
Kazakhstan,12/31/21,46.33
Bolivia,12/31/21,46.1
Montenegro,12/31/21,45.27
Botswana,12/31/21,44.45
Lebanon,12/31/21,41.04
Comoros,12/31/21,40.08
Ukraine,12/31/21,37.06
Guatemala,12/31/21,36.62
Lesotho,12/31/21,33.92
Saint Lucia,12/31/21,30.96
Zimbabwe,12/31/21,25.27
Kyrgyzstan,12/31/21,18.57
Cote d'Ivoire,12/31/21,17.58
Togo,12/31/21,15.73
Guinea,12/31/21,14.62
Africa,12/31/21,13.57
Ethiopia,12/31/21,7.57
Low income,12/31/21,7.52
Malawi,12/31/21,7.32
Nigeria,12/31/21,4.72
Cuba,12/30/21,93.19
Chile,12/30/21,88.27
Singapore,12/30/21,86.6
South Korea,12/30/21,85.42
Argentina,12/30/21,85.27
Cambodia,12/30/21,85.04
Malta,12/30/21,83.33
Canada,12/30/21,82.5
Italy,12/30/21,81.97
Bahrain,12/30/21,81.7
Japan,12/30/21,81.65
Isle of Man,12/30/21,81.38
Denmark,12/30/21,80.81
Uruguay,12/30/21,80.59
Scotland,12/30/21,80.18
Aruba,12/30/21,79.61
Ecuador,12/30/21,79.01
Vietnam,12/30/21,78.99
Norway,12/30/21,78.98
Wales,12/30/21,78.56
France,12/30/21,78.46
Taiwan,12/30/21,78.29
Ireland,12/30/21,78.2
Australia,12/30/21,78.1
Faeroe Islands,12/30/21,78.01
Iceland,12/30/21,77.3
Upper middle income,12/30/21,77.28
Brazil,12/30/21,77.18
England,12/30/21,76.92
Belgium,12/30/21,76.7
United Kingdom,12/30/21,76.69
Malaysia,12/30/21,76.69
New Zealand,12/30/21,76.58
South America,12/30/21,75.68
Germany,12/30/21,75.23
Austria,12/30/21,74.98
High income,12/30/21,74.88
Colombia,12/30/21,73.91
Northern Ireland,12/30/21,73.79
United States,12/30/21,73.56
Sri Lanka,12/30/21,73.24
Peru,12/30/21,72.93
European Union,12/30/21,71.86
Greece,12/30/21,71.83
Thailand,12/30/21,71.7
Luxembourg,12/30/21,71.66
Latvia,12/30/21,71.01
Macao,12/30/21,70.93
El Salvador,12/30/21,70.76
Lithuania,12/30/21,69.71
Israel,12/30/21,69.57
Saudi Arabia,12/30/21,68.7
Switzerland,12/30/21,68.26
North America,12/30/21,67.61
Turkey,12/30/21,66.66
Liechtenstein,12/30/21,66.47
Asia,12/30/21,65.9
Europe,12/30/21,65.43
Czechia,12/30/21,65.09
Hong Kong,12/30/21,65.04
Mexico,12/30/21,64.25
Estonia,12/30/21,63.5
Hungary,12/30/21,62.87
Dominican Republic,12/30/21,61.79
India,12/30/21,59.5
Slovenia,12/30/21,58.98
Oceania,12/30/21,58.41
Indonesia,12/30/21,58.08
World,12/30/21,57.08
Croatia,12/30/21,56.05
Tunisia,12/30/21,55.6
Barbados,12/30/21,55.36
Curacao,12/30/21,54.59
Poland,12/30/21,54.37
Azerbaijan,12/30/21,49.88
Lower middle income,12/30/21,46.86
Trinidad and Tobago,12/30/21,46.43
Kazakhstan,12/30/21,46.27
Bolivia,12/30/21,45.92
Montenegro,12/30/21,45.22
Suriname,12/30/21,42.32
Pakistan,12/30/21,41.12
Lebanon,12/30/21,41
Ukraine,12/30/21,37.02
Guatemala,12/30/21,36.62
Georgia,12/30/21,36.43
Saint Lucia,12/30/21,30.93
Libya,12/30/21,27.22
Mozambique,12/30/21,26.19
Jamaica,12/30/21,25.2
Mauritania,12/30/21,24.62
Angola,12/30/21,21.59
Kyrgyzstan,12/30/21,18.57
Guinea,12/30/21,14.51
Africa,12/30/21,13.38
Ethiopia,12/30/21,7.57
Low income,12/30/21,7.52
Nigeria,12/30/21,4.51
Chile,12/29/21,88.19
Singapore,12/29/21,86.49
South Korea,12/29/21,85.33
Argentina,12/29/21,85.14
Cambodia,12/29/21,85.02
Spain,12/29/21,83.4
Malta,12/29/21,83.14
Canada,12/29/21,82.45
Italy,12/29/21,81.88
Bahrain,12/29/21,81.66
Japan,12/29/21,81.64
Denmark,12/29/21,80.77
Uruguay,12/29/21,80.59
Scotland,12/29/21,80.15
Norway,12/29/21,78.98
Ecuador,12/29/21,78.93
Wales,12/29/21,78.53
France,12/29/21,78.41
Ireland,12/29/21,78.18
Australia,12/29/21,78.05
Upper middle income,12/29/21,77.27
Brazil,12/29/21,77.16
England,12/29/21,76.87
Belgium,12/29/21,76.69
Malaysia,12/29/21,76.68
United Kingdom,12/29/21,76.64
New Zealand,12/29/21,76.56
Maldives,12/29/21,75.75
South America,12/29/21,75.63
Germany,12/29/21,75.17
Austria,12/29/21,74.93
High income,12/29/21,74.81
Colombia,12/29/21,73.82
Northern Ireland,12/29/21,73.75
Jersey,12/29/21,73.53
United States,12/29/21,73.44
Sri Lanka,12/29/21,73.23
Peru,12/29/21,72.84
European Union,12/29/21,71.8
Greece,12/29/21,71.7
Thailand,12/29/21,71.64
Luxembourg,12/29/21,71.54
Latvia,12/29/21,70.96
Macao,12/29/21,70.89
Nicaragua,12/29/21,70.22
Lithuania,12/29/21,69.65
Israel,12/29/21,69.46
Saudi Arabia,12/29/21,68.66
Switzerland,12/29/21,68.23
North America,12/29/21,67.54
Mongolia,12/29/21,66.68
Turkey,12/29/21,66.64
Liechtenstein,12/29/21,66.47
Antigua and Barbuda,12/29/21,66.42
Asia,12/29/21,65.81
Europe,12/29/21,65.38
Czechia,12/29/21,65.04
Hong Kong,12/29/21,64.97
Estonia,12/29/21,63.46
Hungary,12/29/21,62.83
Dominican Republic,12/29/21,61.78
India,12/29/21,59.44
Slovenia,12/29/21,58.95
Oceania,12/29/21,58.37
Saint Kitts and Nevis,12/29/21,57.92
Indonesia,12/29/21,57.7
World,12/29/21,57.01
Croatia,12/29/21,56.01
Barbados,12/29/21,55.29
Tunisia,12/29/21,55.27
Paraguay,12/29/21,51.17
Russia,12/29/21,50.95
Guyana,12/29/21,50.76
Azerbaijan,12/29/21,49.85
Honduras,12/29/21,47.11
Lower middle income,12/29/21,46.73
Trinidad and Tobago,12/29/21,46.32
Kazakhstan,12/29/21,46.22
Bolivia,12/29/21,45.54
Montenegro,12/29/21,45.19
Lebanon,12/29/21,40.76
Ukraine,12/29/21,36.95
Guatemala,12/29/21,36.59
South Africa,12/29/21,31.57
Zimbabwe,12/29/21,25.2
Kyrgyzstan,12/29/21,18.5
Guinea,12/29/21,14.31
Africa,12/29/21,13.34
Ethiopia,12/29/21,7.57
Low income,12/29/21,7.49
Malawi,12/29/21,7.28
Haiti,12/29/21,1.07
Democratic Republic of Congo,12/29/21,0.26
Cuba,12/28/21,93.02
China,12/28/21,88.36
Chile,12/28/21,88.09
Singapore,12/28/21,86.38
South Korea,12/28/21,85.23
Cambodia,12/28/21,85
Argentina,12/28/21,84.97
Spain,12/28/21,83.31
Malta,12/28/21,82.94
Canada,12/28/21,82.35
Italy,12/28/21,81.78
Japan,12/28/21,81.64
Bahrain,12/28/21,81.63
Isle of Man,12/28/21,81.35
Denmark,12/28/21,80.67
Uruguay,12/28/21,80.58
Scotland,12/28/21,80.13
Aruba,12/28/21,79.56
Norway,12/28/21,78.96
Ecuador,12/28/21,78.82
Vietnam,12/28/21,78.79
Wales,12/28/21,78.5
France,12/28/21,78.35
Taiwan,12/28/21,78.2
Ireland,12/28/21,78.15
Kuwait,12/28/21,78.11
Australia,12/28/21,78
Faeroe Islands,12/28/21,77.99
Upper middle income,12/28/21,77.23
Iceland,12/28/21,77.22
Brazil,12/28/21,77.13
Seychelles,12/28/21,76.86
England,12/28/21,76.82
Belgium,12/28/21,76.67
Malaysia,12/28/21,76.67
United Kingdom,12/28/21,76.59
New Zealand,12/28/21,76.54
Maldives,12/28/21,75.74
South America,12/28/21,75.54
Germany,12/28/21,75.1
Austria,12/28/21,74.87
High income,12/28/21,74.74
Northern Ireland,12/28/21,73.73
United States,12/28/21,73.3
Sri Lanka,12/28/21,73.22
Peru,12/28/21,72.74
European Union,12/28/21,71.74
Greece,12/28/21,71.56
Thailand,12/28/21,71.55
Luxembourg,12/28/21,71.43
Latvia,12/28/21,70.87
Lithuania,12/28/21,69.58
Israel,12/28/21,69.35
Saudi Arabia,12/28/21,68.63
Switzerland,12/28/21,68.2
North America,12/28/21,67.33
Mongolia,12/28/21,66.67
Turkey,12/28/21,66.61
Liechtenstein,12/28/21,66.46
Asia,12/28/21,65.73
Europe,12/28/21,65.25
Czechia,12/28/21,65
Hong Kong,12/28/21,64.94
Mexico,12/28/21,64.25
Estonia,12/28/21,63.4
Hungary,12/28/21,62.78
Dominican Republic,12/28/21,61.77
India,12/28/21,59.28
Slovenia,12/28/21,58.93
Oceania,12/28/21,58.34
Indonesia,12/28/21,57.28
World,12/28/21,56.93
Croatia,12/28/21,55.95
Rwanda,12/28/21,55.38
Barbados,12/28/21,55.25
Tunisia,12/28/21,54.99
Curacao,12/28/21,54.56
Poland,12/28/21,54.17
Russia,12/28/21,50.49
Azerbaijan,12/28/21,49.83
Serbia,12/28/21,48.16
Lower middle income,12/28/21,46.6
Kazakhstan,12/28/21,46.17
Bolivia,12/28/21,45.3
Montenegro,12/28/21,45.16
Lebanon,12/28/21,40.76
Pakistan,12/28/21,40.35
Albania,12/28/21,40.16
Jordan,12/28/21,38.38
Ukraine,12/28/21,36.87
Guatemala,12/28/21,36.51
Georgia,12/28/21,36.2
Saint Vincent and the Grenadines,12/28/21,32.22
South Africa,12/28/21,31.51
Saint Lucia,12/28/21,30.91
Eswatini,12/28/21,27.8
Zimbabwe,12/28/21,25.17
Jamaica,12/28/21,25.1
Guinea-Bissau,12/28/21,18.56
Kyrgyzstan,12/28/21,18.49
Guinea,12/28/21,14.08
Africa,12/28/21,13.33
Congo,12/28/21,10.43
Gambia,12/28/21,9.72
Ethiopia,12/28/21,7.57
Low income,12/28/21,7.48
Malawi,12/28/21,7.24
Mali,12/28/21,3.88
Tanzania,12/28/21,3.18
Cameroon,12/28/21,2.99
Democratic Republic of Congo,12/28/21,0.23
Cuba,12/27/21,92.9
Chile,12/27/21,87.98
Singapore,12/27/21,86.31
South Korea,12/27/21,85.14
Cambodia,12/27/21,84.98
Argentina,12/27/21,84.8
Spain,12/27/21,83.2
Malta,12/27/21,82.75
Canada,12/27/21,82.31
Italy,12/27/21,81.67
Japan,12/27/21,81.64
Bahrain,12/27/21,81.58
Isle of Man,12/27/21,81.22
Denmark,12/27/21,80.59
Uruguay,12/27/21,80.57
Scotland,12/27/21,80.12
Aruba,12/27/21,79.44
Norway,12/27/21,78.94
Ecuador,12/27/21,78.7
Wales,12/27/21,78.47
France,12/27/21,78.3
Taiwan,12/27/21,78.16
Ireland,12/27/21,78.15
Kuwait,12/27/21,78.1
Australia,12/27/21,77.98
Faeroe Islands,12/27/21,77.97
Brazil,12/27/21,77.07
England,12/27/21,76.78
Belgium,12/27/21,76.66
Malaysia,12/27/21,76.66
United Kingdom,12/27/21,76.56
New Zealand,12/27/21,76.54
Costa Rica,12/27/21,76.14
Upper middle income,12/27/21,75.82
Maldives,12/27/21,75.73
South America,12/27/21,75.47
Germany,12/27/21,75.02
Austria,12/27/21,74.8
High income,12/27/21,74.67
Northern Ireland,12/27/21,73.68
Colombia,12/27/21,73.63
Sri Lanka,12/27/21,73.2
United States,12/27/21,73.17
Peru,12/27/21,72.63
European Union,12/27/21,71.67
Greenland,12/27/21,71.6
Greece,12/27/21,71.46
Thailand,12/27/21,71.45
Luxembourg,12/27/21,71.31
Macao,12/27/21,70.81
Latvia,12/27/21,70.79
Lithuania,12/27/21,69.51
Israel,12/27/21,69.23
Saudi Arabia,12/27/21,68.59
Switzerland,12/27/21,68.16
North America,12/27/21,67.25
Mongolia,12/27/21,66.67
Turkey,12/27/21,66.58
Liechtenstein,12/27/21,66.45
Morocco,12/27/21,65.75
Europe,12/27/21,65.17
Czechia,12/27/21,64.95
Asia,12/27/21,64.91
Hong Kong,12/27/21,64.88
Estonia,12/27/21,63.34
Hungary,12/27/21,62.73
Dominican Republic,12/27/21,61.75
India,12/27/21,59.15
Slovenia,12/27/21,58.9
Oceania,12/27/21,58.33
Indonesia,12/27/21,56.99
World,12/27/21,56.38
Croatia,12/27/21,55.9
Barbados,12/27/21,55.22
Tunisia,12/27/21,54.66
Curacao,12/27/21,54.45
Russia,12/27/21,50.38
Azerbaijan,12/27/21,49.8
Lower middle income,12/27/21,46.47
Kazakhstan,12/27/21,46.13
Bolivia,12/27/21,44.93
Suriname,12/27/21,42.25
Lebanon,12/27/21,40.31
Pakistan,12/27/21,39.97
Jordan,12/27/21,38.31
Ukraine,12/27/21,36.79
Guatemala,12/27/21,36.4
South Africa,12/27/21,31.47
Libya,12/27/21,27.11
Zimbabwe,12/27/21,25.15
Iraq,12/27/21,19.06
Kyrgyzstan,12/27/21,18.41
Africa,12/27/21,13.07
Benin,12/27/21,12.73
Afghanistan,12/27/21,10.07
Ethiopia,12/27/21,7.57
Malawi,12/27/21,7.17
Low income,12/27/21,7.08
Nigeria,12/27/21,4.47
Cuba,12/26/21,92.74
Chile,12/26/21,87.89
Singapore,12/26/21,86.24
South Korea,12/26/21,85
Cambodia,12/26/21,84.95
Argentina,12/26/21,84.63
Spain,12/26/21,83.08
Malta,12/26/21,82.6
Canada,12/26/21,82.31
Japan,12/26/21,81.63
Italy,12/26/21,81.59
Bahrain,12/26/21,81.54
Uruguay,12/26/21,80.54
Denmark,12/26/21,80.48
Norway,12/26/21,78.93
Ecuador,12/26/21,78.62
Vietnam,12/26/21,78.56
France,12/26/21,78.25
Ireland,12/26/21,78.14
Taiwan,12/26/21,78.13
Australia,12/26/21,77.97
England,12/26/21,76.75
Belgium,12/26/21,76.65
Malaysia,12/26/21,76.65
United Kingdom,12/26/21,76.53
New Zealand,12/26/21,76.53
Upper middle income,12/26/21,75.79
Maldives,12/26/21,75.72
South America,12/26/21,75.4
Germany,12/26/21,74.96
Austria,12/26/21,74.73
High income,12/26/21,74.6
Northern Ireland,12/26/21,73.65
Colombia,12/26/21,73.53
Jersey,12/26/21,73.2
Sri Lanka,12/26/21,73.2
United States,12/26/21,73.05
Peru,12/26/21,72.53
Sweden,12/26/21,72.38
European Union,12/26/21,71.62
Andorra,12/26/21,71.5
Greece,12/26/21,71.37
Thailand,12/26/21,71.35
Luxembourg,12/26/21,71.23
Panama,12/26/21,70.79
Latvia,12/26/21,70.73
Lithuania,12/26/21,69.44
Israel,12/26/21,69.12
Saudi Arabia,12/26/21,68.55
Oman,12/26/21,68.22
Switzerland,12/26/21,68.13
Iran,12/26/21,67.19
North America,12/26/21,67.17
Turkey,12/26/21,66.56
Europe,12/26/21,65.13
Czechia,12/26/21,64.92
Hong Kong,12/26/21,64.85
Asia,12/26/21,64.81
Estonia,12/26/21,63.3
India,12/26/21,59.08
Slovenia,12/26/21,58.88
Oceania,12/26/21,58.32
Indonesia,12/26/21,56.86
World,12/26/21,56.3
Croatia,12/26/21,55.87
Barbados,12/26/21,55.21
Tunisia,12/26/21,54.43
Curacao,12/26/21,54.42
Poland,12/26/21,54
Serbia,12/26/21,48.12
Lower middle income,12/26/21,46.35
Kazakhstan,12/26/21,46.11
Montenegro,12/26/21,45.1
Bolivia,12/26/21,44.72
North Macedonia,12/26/21,40.26
Lebanon,12/26/21,40.07
Jordan,12/26/21,38.22
Tajikistan,12/26/21,37.27
Ukraine,12/26/21,36.76
Guatemala,12/26/21,36.3
Georgia,12/26/21,35.84
Armenia,12/26/21,33.59
South Africa,12/26/21,31.47
Mozambique,12/26/21,25.73
Zimbabwe,12/26/21,25.14
Jamaica,12/26/21,25.1
Mauritania,12/26/21,23.64
Kyrgyzstan,12/26/21,18.34
Guinea,12/26/21,13.6
Africa,12/26/21,13.02
Ethiopia,12/26/21,7.57
Malawi,12/26/21,7.16
Low income,12/26/21,7
Somalia,12/26/21,6.84
Cuba,12/25/21,92.73
Chile,12/25/21,87.89
Singapore,12/25/21,86.23
South Korea,12/25/21,84.99
Cambodia,12/25/21,84.95
Argentina,12/25/21,84.61
Malta,12/25/21,82.59
Canada,12/25/21,82.3
Japan,12/25/21,81.62
Italy,12/25/21,81.56
Bahrain,12/25/21,81.48
Uruguay,12/25/21,80.54
Denmark,12/25/21,80.45
Norway,12/25/21,78.93
Ecuador,12/25/21,78.61
Vietnam,12/25/21,78.5
Wales,12/25/21,78.45
France,12/25/21,78.24
